Timestamp,Pod1,Pod2,Pod3,Pod4,Pod5,Pod6,Pod7,Pod8
2025-05-16 14:04:24.559,1,0,3,0,-2,3,8,0
2025-05-16 14:04:24.572,1,0,3,0,-2,3,8,0
2025-05-16 14:04:24.587,1,0,3,0,-2,3,8,0
2025-05-16 14:04:24.600,-1,-2,-1,-4,-5,-6,-5,-1
2025-05-16 14:04:24.614,1,-1,-2,0,1,2,3,-1
2025-05-16 14:04:24.628,0,-2,-2,2,0,-4,-2,0
2025-05-16 14:04:24.642,-3,-3,-2,-1,1,1,8,2
2025-05-16 14:04:24.656,0,-1,-3,4,0,0,-4,-2
2025-05-16 14:04:24.670,-1,-1,-2,-10,-2,-2,-5,1
2025-05-16 14:04:24.683,-1,-1,-2,-10,-2,-2,-5,1
2025-05-16 14:04:24.697,-1,-1,-2,-10,-2,-2,-5,1
2025-05-16 14:04:24.712,0,0,0,0,1,-1,2,0
2025-05-16 14:04:24.725,-1,-1,-2,-4,-1,2,1,-3
2025-05-16 14:04:24.739,-1,-1,0,2,-1,-2,0,0
2025-05-16 14:04:24.753,0,0,0,1,-1,-3,-3,-2
2025-05-16 14:04:24.767,0,0,-1,3,0,-2,-15,-1
2025-05-16 14:04:24.791,-1,-3,0,-5,-3,-1,-3,-1
2025-05-16 14:04:24.803,-1,-3,0,-5,-3,-1,-3,-1
2025-05-16 14:04:24.816,-1,-3,0,-5,-3,-1,-3,-1
2025-05-16 14:04:24.827,-2,0,-1,-4,0,1,-1,-2
2025-05-16 14:04:24.838,-2,-1,-2,-2,-2,0,1,0
2025-05-16 14:04:24.851,-1,0,0,0,1,2,8,-1
2025-05-16 14:04:24.864,-1,0,0,2,0,-4,8,-4
2025-05-16 14:04:24.878,-1,0,0,2,0,-4,8,-4
2025-05-16 14:04:24.892,-1,0,0,2,0,-4,8,-4
2025-05-16 14:04:24.907,0,0,2,8,0,-2,3,0
2025-05-16 14:04:24.920,0,0,2,8,0,-2,3,0
2025-05-16 14:04:24.933,0,0,2,8,0,-2,3,0
2025-05-16 14:04:24.948,0,0,2,8,0,-2,3,0
2025-05-16 14:04:24.961,0,-1,2,-1,-1,1,-1,1
2025-05-16 14:04:24.975,-3,-1,-3,-1,-2,-1,-4,-3
2025-05-16 14:04:24.990,1,-2,-2,-1,-2,5,16,2
2025-05-16 14:04:25.004,1,-2,-2,-1,-2,5,16,2
2025-05-16 14:04:25.017,1,-2,-2,-1,-2,5,16,2
2025-05-16 14:04:25.031,1,-2,0,2,3,2,8,2
2025-05-16 14:04:25.045,-1,0,-4,-2,-1,-3,-3,-1
2025-05-16 14:04:25.059,-1,0,-4,-2,-1,-3,-3,-1
2025-05-16 14:04:25.073,-3,-3,0,3,0,2,-6,-1
2025-05-16 14:04:25.087,-1,-1,0,-5,-2,-3,2,-1
2025-05-16 14:04:25.100,-1,0,-3,-5,0,-1,-1,-2
2025-05-16 14:04:25.114,-2,0,0,-5,-1,-7,-9,-2
2025-05-16 14:04:25.134,-1,1,0,-2,-2,3,2,-1
2025-05-16 14:04:25.151,-2,0,-2,-2,0,-2,-2,0
2025-05-16 14:04:25.162,-1,-2,-1,3,0,0,7,0
2025-05-16 14:04:25.174,-1,-2,-1,3,0,0,7,0
2025-05-16 14:04:25.188,0,-2,-3,-2,0,-1,-17,-3
2025-05-16 14:04:25.201,-1,0,0,-4,-3,2,6,1
2025-05-16 14:04:25.216,0,-2,-1,1,0,-5,-11,-2
2025-05-16 14:04:25.230,-1,-1,-1,2,0,-3,5,0
2025-05-16 14:04:25.244,-1,-1,-1,2,0,-3,5,0
2025-05-16 14:04:25.258,0,1,-3,3,0,-1,-4,-2
2025-05-16 14:04:25.271,-1,-1,-1,2,-1,0,1,0
2025-05-16 14:04:25.285,-1,0,3,1,-1,1,0,-1
2025-05-16 14:04:25.299,-1,0,3,1,-1,1,0,-1
2025-05-16 14:04:25.313,0,-2,-2,1,1,2,1,0
2025-05-16 14:04:25.327,-2,-2,-3,-8,-5,-1,6,-1
2025-05-16 14:04:25.341,0,-2,-2,-1,-1,1,5,0
2025-05-16 14:04:25.354,0,-2,-2,-1,-1,1,5,0
2025-05-16 14:04:25.368,-1,-2,-1,1,-2,-9,-6,-2
2025-05-16 14:04:25.382,-1,-2,-1,1,-2,-9,-6,-2
2025-05-16 14:04:25.396,-3,-3,-5,-5,-2,1,-3,-2
2025-05-16 14:04:25.410,-3,-3,-5,-5,-2,1,-3,-2
2025-05-16 14:04:25.424,-2,-1,-3,4,0,-1,0,-3
2025-05-16 14:04:25.437,0,-2,-1,-6,-2,-4,-7,-1
2025-05-16 14:04:25.451,-1,0,-2,5,3,2,11,0
2025-05-16 14:04:25.465,-1,0,-1,-3,-1,1,-4,0
2025-05-16 14:04:25.479,-2,-2,-1,4,1,0,2,-1
2025-05-16 14:04:25.507,-2,-2,-1,4,1,0,2,-1
